,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
162,New Balance FuelCell SuperComp Trainer,New Balance,Balance FuelCell SuperComp Trainer,179.95,0.0,0.0,women, Red,Maximal,Neutral,"All Around,Fast Runs,Roads and Pavement",FuelCellmidsole foam is soft and responsiveEnergy Arc is a carbon fiber plate that runs the length of the shoe for energy conservation and propulsion,Rubber outsoleoffers lightweight traction and adds durability by protecting the soft midsole.,Knitupper delivers an extremely lightweight and breathable design.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_SuperComp_Trainer/descpage-NBWTSC4.html
163,New Balance Fresh Foam X 860 v13,New Balance,Balance Fresh Foam X 860 v13,139.95,0.0,0.0,women, Nb Navy,Medium,Mod,"All Around,Walking,Roads and Pavement",Fresh Foam Xmidsole is highly cushioned for a soft landing with energetic rebound.Medial Posthas been reshaped to offer a more natural feel underfoot.,Rebuilt Outsole Setupdelivers more stability.,Structured and Breathableupper offers a secure and comfortable fit.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_860_v13/descpage-N613W08.html
164,New Balance Fresh Foam X More v4,New Balance,Balance Fresh Foam X More v4,149.95,0.0,0.0,women, Grey/Pnk,Maximal,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",Fresh Foammidsole delivers a more energetic rebound and softer cushioning than its predecessor.Flex Groovesensure a smooth heel-to-toe transition.Rockered Geometryconserves energy and makes running feel easier,Ground Contact Foamprovides an incredibly light ride.Heel Bevelis designed to aid in shock absorption.,Engineered Meshoffers structure while remaining breathable and flexible.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_More_v4/descpage-NFFX4W8.html
165,New Balance FuelCell Rebel v3,New Balance,Balance FuelCell Rebel v3,129.95,0.0,0.0,women, Cosmic Rose,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FuelCellis New Balance's most responsive and soft compound to date.,"NDURANCE rubberis placed strategically in the heel and forefoot for durability while maintaining a light, flexible feel.",Thin Engineered Meshupper delivers a lightweight and breathable design.No Sew overlaysvirtually illuminate hotspots and irritating seems.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_Rebel_v3/descpage-NBWR3H.html
166,New Balance FuelCell SuperComp Elite v3,New Balance,Balance FuelCell SuperComp Elite v3,229.95,0.0,0.0,women, W,Maximal,Neutral,"Fast Runs,Racing,Roads and Pavement",FuelCellis New Balance's most responsive and softest compound to date.Energy Arc Carbon-Fiber Plateis designed to be more aggressive providing more pop and propulsion during toe-off.,Rubber outsoleoffers lightweight traction and adds durability by protecting the soft midsole.,"One-Piece KnitUpperwith a built-in tongue, delivers an extremely lightweight and breathable experience.  ",https://www.runningwarehouse.com/New_Balance_FuelCell_SuperComp_Elite_v3/descpage-NSCE3W1.html
167,New Balance FuelCell SuperComp Trainer v2,New Balance,Balance FuelCell SuperComp Trainer v2,179.95,0.0,0.0,women, B,Maximal,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",FuelCell Foamhas been updated to be even lighter and more responsive.EnergyArccarbon plate stabilizes the foam to deliver a highly propulsive ride that gets runners on their toes as soon as possible.,Rubberoutsole is highly durable and strategically placed throughout the outsole to optimize traction while keeping weight to a minimum.,Engineered Meshis lightweight and provides a structured fit that is ideal for training while still offering a secure and comfortable lock down.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_SuperComp_Trainer_v2/descpage-NSCT2W0.html
168,New Balance FuelCell SuperComp Pacer,New Balance,Balance FuelCell SuperComp Pacer,149.99,79.88,53.26,women, Wht,Minimal,Neutral,"Fast Runs,Racing,Roads and Pavement","FuelCellbouncy and energetic foam to deliver a propulsive feel.Energy Arcstores and returns energy from the unique midsole and plate shape.Carbon Fiber Platepropels the runner forward, especially at the end of the race.",Strategic Rubber Outsoleprovides a durable grip and superior rebound.,Single Layer Engineered Meshupper engineered for support and breathability for a secure and comfortable fit.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_SuperComp_Pacer/descpage-NBPCW1A.html
169,New Balance FuelCell Summit Unknown v4,New Balance,Balance FuelCell Summit Unknown v4,129.95,0.0,0.0,women, Blu,Low,Neutral,"Fast Runs,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",FuelCell w/ BIO EVA is a bouncy and energetic foam to deliver a propulsive feel while being made of 30% bio-based renewable materials.,Hydrohesion rubber offers a high level of traction and grip in wet conditions.Aggressive Lugsare multidirectional and deeper for improved traction in a variety of terrains.Rock Stop Plateassists in pressure dispersion and protection from sharp debris underfoot.,"Synthetic Mesh Upper offer a highly breathable construction with a secure lockdown.Bootie Constructiondelivers a soft, irritant-free wrap.Toe Protect is a thin layer of rubber printed to the upper that provides additional protection and durability for toes.  ",https://www.runningwarehouse.com/New_Balance_FuelCell_Summit_Unknown_v4/descpage-NBSU4W2.html
170,New Balance FuelCell Summit Unknown v3,New Balance,Balance FuelCell Summit Unknown v3,129.99,79.88,61.45,women, Lem,Medium,Neutral,"All Around,Fast Runs,Hiking,Rocky and Technical Trails",FuelCellis a bouncy and energetic foam to deliver a propulsive feel.,Hydrohesionhelps you maintain grip in wet conditionsAggressive Lugsare multidirectional and deeper for improved traction in a variety of terrains.,"Toe Protectis a thin layer of rubber printed to the upper that provides additional protection and durability for toesBootie Constructiondelivers a soft, irritant-free wrap.Gusseted tonguedesigned to help keep debris out  ",https://www.runningwarehouse.com/New_Balance_FuelCell_Summit_Unknown_v3/descpage-NBFSUW2.html
171,New Balance FuelCell Propel v4,New Balance,Balance FuelCell Propel v4,109.95,0.0,0.0,women, White/Grey,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FuelCellfoam is a springy and bouncy foam with a touch of softness for comfort.TPU Plate is added to provide a smooth heel-toe transition with a springy return,Rubber Outsole offers high level of durability able to last for longer miles,Engineered Synthetic/Meshupper creates a lightweight and breathable design that is soft to the touch  ,https://www.runningwarehouse.com/New_Balance_FuelCell_Propel_v4/descpage-NFCP4W3.html
172,New Balance Fresh Foam X 1080 Unlaced,New Balance,Balance Fresh Foam X 1080 Unlaced,159.95,0.0,0.0,women, Bur,Medium,Neutral,"Cushioned Comfort,Casual Wear,Walking,Roads and Pavement","Fresh Foam X delivers plush cushioning for those who want a soft underfoot experience, updated for additional compliance and cushioning.",Rubber Outsole provides durable grip and superior rebound.,Hypoknit upper is engineered for support and stretch in specified areas for a secure and comfortable fit.Laceless design allow for easy on and off.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_1080_Unlaced/descpage-N180UW3.html
173,New Balance Fresh Foam X 860 v12,New Balance,Balance Fresh Foam X 860 v12,134.99,49.88,36.95,women, Black/Wh,Medium,Mod,"All Around,Walking,Roads and Pavement",Fresh Foam Xmidsole delivers a more energetic rebound and cushioning than its predecessor.Medial Postconsists of higher density foam in the midfoot that works to correct overpronation.,Blown Rubberprovides durable grip and superior rebound.,Synthetic Air Meshupper offers a secure and comfortable fit with flexible support.Molded Heel Counterincreases comfort and stability.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_860_v12/descpage-N8612W3.html
174,New Balance Fresh Foam X 880 v12,New Balance,Balance Fresh Foam X 880 v12,134.99,79.88,59.17,women, Lapis,Medium,Neutral,"All Around,Walking,Roads and Pavement","Fresh Foam Xdelivers plush cushioning for those who want a soft underfoot feel, updated for additional compliance and cushioning.",Rubber Outsoleprovides a durable grip and superior rebound.,Engineered Meshupper is engineered for support and stretch in specified areas for a secure and comfortable fit.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_880_v12/descpage-NB812WB.html
175,New Balance Fresh Foam X 880 v12 GTX,New Balance,Balance Fresh Foam X 880 v12 GTX,159.99,99.88,62.43,women, Dark,Medium,Neutral,"All Around,Walking,Roads and Pavement","Fresh Foam Xdelivers plush cushioning for those who want a soft underfoot feel, updated for additional compliance and cushioning.",Rubber Outsoleprovides a durable grip and superior rebound.,"GORE-TEXwaterproof fabric protects the feet from wind, rain, and water while still being breathable.  ",https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_880_v12_GTX/descpage-N812XW1.html
176,New Balance Fresh Foam X Hierro v7 GTX,New Balance,Balance Fresh Foam X Hierro v7 GTX,159.95,0.0,0.0,women, Ec,Medium,Neutral,"All Around,Cushioned Comfort,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","Fresh Foam Xdelivers plush cushioning for those who want a soft underfoot feel, updated for additional compliance and cushioning.","Vibram MegaGrip Outsoleis made from a tough, durable compound that gives exceptional grip on the trails.",GORE-TEX Liningprotects against the elements in wet and windy weather.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_Hierro_v7_GTX/descpage-NBH7XW1.html
177,New Balance Fresh Foam X Hierro Mid,New Balance,Balance Fresh Foam X Hierro Mid,159.95,0.0,0.0,women, Black,Medium,Neutral,"Cushioned Comfort,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","Fresh Foam Xdelivers plush cushioning for those who want a soft underfoot feel, updated for additional compliance and cushioning.","Vibram MegaGrip Outsoleis made from a tough, durable compound that gives exceptional grip on the road.Aggressive Lugsare multidirectional and deeper for improved traction in a variety of terrains.","TPU-Coated Textile Upperhelps to maintain high breathability while keeping debris out.Toe Protectis a thin layer of rubber printed to the upper that provides additional protection and durability for toesBootie Constructiondelivers a soft, irritant-free wrap.  ",https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_Hierro_Mid/descpage-NBHMW1.html
178,New Balance Fresh Foam X Hierro v7,New Balance,Balance Fresh Foam X Hierro v7,139.99,59.88,42.77,women, Mystic,Medium,Neutral,"All Around,Cushioned Comfort,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails","Fresh Foam Xdelivers plush cushioning for those who want a soft underfoot feel, updated for additional compliance and cushioning.","Vibram MegaGrip Outsoleis made from a tough, durable compound that gives exceptional grip on the road.Aggressive Lugsare multidirectional and deeper for improved traction in a variety of terrains.","TPU-Coated Textile Upperhelps to maintain high breathability while keeping debris out.Toe Protectis a thin layer of rubber printed to the upper that provides additional protection and durability for toesBootie Constructiondelivers a soft, irritant-free wrap.  ",https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_Hierro_v7/descpage-NBHWV71.html
179,New Balance Fresh Foam X More Trail v3,New Balance,Balance Fresh Foam X More Trail v3,159.95,0.0,0.0,women, Yl,Maximal,Neutral,"All Around,Cushioned Comfort,Smooth Trails and Fireroads,Rocky and Technical Trails",Fresh Foam X delivers a soft and bouncy ride and offers excellent impact-absorption.,Vibram Eco Step Evo Rubber complete with micro-traction on the lugs for aggressive grip.,Engineered Mesh Upper that features overlays for added protection in high wear areas while remaining breathable.   ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_More_Trail_v3/descpage-NBMT3W2.html
180,New Balance Fresh Foam X Vongo v5,New Balance,Balance Fresh Foam X Vongo v5,149.95,0.0,0.0,women, White,Medium,Max,"All Around,Cushioned Comfort,Walking,Roads and Pavement",Fresh Foam Xmidsole delivers a more energetic rebound than its predecessor.Gradient Stability utilizes pellets in the foam to gradually get denser near the medial midfoot for smooth support.,Blown Rubberin the forefoot increases cushioning and responsiveness.Flex Groovesallow for more flexibility in the forefoot.,Mesh Upperfor comfortable breathability.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_Vongo_v5/descpage-NVNG413.html
181,New Balance Fresh Foam X 840 v1,New Balance,Balance Fresh Foam X 840 v1,139.95,0.0,0.0,women, Black/Blk,Medium,Neutral,"Casual Wear,Walking,Roads and Pavement","Fresh Foam Xdelivers plush cushioning for those who want a soft underfoot feel, updated for additional compliance and cushioning.",Rubber Outsoleprovides a durable grip and superior rebound.,Synthetic Meshupper is engineered for support and stretch for a secure and comfortable fit.No Sew Overlayshelp to secure the foot while eliminating hot spots and discomfort.  ,https://www.runningwarehouse.com/New_Balance_Fresh_Foam_X_840_v1/descpage-NB4V1W1.html
182,New Balance FuelCell LD-X Spikes,New Balance,Balance FuelCell LD-X Spikes,159.99,99.95,62.47,unisex, Dragonfly,,,"Distance (3k-10k),Steeplechase,Rubber",FuelCellfoam technology delivers amazing efficiency in a lightweight package for long-distance racing.Full-Length Carbon Plateunder the midsole for added rigidity and efficiency.,Cemented Titanium Spikesthat save weight and add durable traction.Enhanced Traction Platehas added ridges for better grip.,Knit Uppercreates a lightweight and seamless foot wrap.Bootie Constructionensures an elite and custom fit.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_LD-X_Spikes/descpage-NBLXSP1.html
183,New Balance FuelCell MD-X Spikes,New Balance,Balance FuelCell MD-X Spikes,159.99,99.95,62.47,unisex, Vibrant,,,"800-1500m,Rubber",FuelCellfoam technology delivers amazing efficiency in a lightweight package for long-distance racing.Full-Length Carbon Plate under the midsole for added rigidity and efficiency.,Cemented Titanium Spikesthat save weight and add durable traction.Enhanced Traction Plate has added ridges for better grip.,Knitupper creates a lightweight and seamless foot wrap.Bootie Constructionensures an elite and custom fit.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_MD-X_Spikes/descpage-NBSCMD.html
184,New Balance FuelCell PWR-X Spikes,New Balance,Balance FuelCell PWR-X Spikes,159.99,99.95,62.47,unisex, Dragonfly,,,"100-400m,Rubber",FuelCellfoam technology delivers amazing efficiency in a lightweight package for long-distance racing.Full-Length Carbon Plateunder the midsole for added rigidity and efficiency.,Cemented Titanium Spikesthat save weight and add durable traction.Enhanced Traction Platehas added ridges for better grip.,Knitupper creates a lightweight and seamless foot wrap.Bootie Constructionensures an elite and custom fit.  ,https://www.runningwarehouse.com/New_Balance_FuelCell_PWR-X_Spikes/descpage-NBPXSP1.html
185,New Balance LD5K v6 Spikes,New Balance,Balance LD5K v6 Spikes,119.95,24.88,20.74,women, Voltage Violet/Bla,,,"Distance (3k-10k),Women's Rubber Appropriate","RevLite RCis a high-density foam compound that provides lightweight, responsive cushioning.",Dynarideis a lightweight outsole designed for high-performance traction over a variety of surfaces.Pebax Plateuses a full-length lightweight polymer plate with redesigned geometry and a textured heel for improved lightweight traction.4 spike configuration,"FantomFituses No-Sew overlays to create an ultralight fit with optimal support.Engineered Meshthroughout the upper provides a lightweight, adaptable, and breathable wrap.  ",https://www.runningwarehouse.com/New_Balance_LD5K_v6_Spikes/descpage-NL5K6W1.html
186,New Balance MD500 v8 Spikes,New Balance,Balance MD500 v8 Spikes,74.99,49.88,66.52,women, Violet/Black,,,"Short Hurdle,Sprint (100-400m),Long Hurdle,Mid-Distance (800-1500m),Women's Rubber Appropriate","EVA Heel Wedgeis a thin foam piece in the heel for lightweight, resilient cushioning.",Pebax Plateat the forefoot is a stiff polymer plate for increased propulsion.Six-spike configurationis versatile and provides optimal grip and traction.,Open meshcomprises the upper for lightweight breathability.Synthetic Overlaysare strategically placed for increased flexibility and a secure fit.  ,https://www.runningwarehouse.com/New_Balance_MD500_v8_Spikes/descpage-N5008W1.html
187,New Balance XC 5K v6,New Balance,Balance XC 5K v6,109.99,49.88,45.35,unisex, Cyber Jade/Pixle Grn,,,"Distance (3k-10k),Dirt,Rubber,Grass","RevLite RCis a high-density foam compound that provides lightweight, responsive cushioning.","Hydrohesion rubber provides sticky traction that holds up well over wet surfaces.Blown rubberin the forefoot and heel increases cushioning and responsiveness, while exposed EVA down the center of the shoe save weight where the rubber isn't necessary.5 spike configuration","Woven Mesh upper provides breathable and durable coverage.No-Sewupper materials are soft, supple and hold the foot securely on the platform.3D Resin Screen Print overlays offer lightweight support and durability.LASTRL-1is a racing-specific last with a standard heel and forefoot width and a standard toe-box height.  ",https://www.runningwarehouse.com/New_Balance_XC_5K_v6/descpage-NB5K6U1.html
188,Nike Zoom Pegasus 40,Nike,Zoom Pegasus 40,129.95,0.0,0.0,women, White/Black/Milk,Medium,Neutral,"All Around,Gym Workouts,Casual Wear,Walking,Roads and Pavement","Nike Reactfoam is lightweight, springy, and durable.Zoom AirUnitsin the forefoot and heel give runners bouncy responsiveness in each stride.","Duralon blown rubberlocated in the forefoot provides multi-surface traction.BRS 1000carbon rubber provides durable traction.Waffleoutsole design in the forefoot provides multi-surface traction and a touch of cushioning, with adjusted waffle lug positioning to better cushion forces absorbed on impact.Rubber Crash Railon the lateral side acts as a cushioning device for smoother transitions and enhanced flexibility.",Engineered Meshupper provides comfortable performance with a more plush feel than before.Flywire technologyis integrated with a mid-foot band for total support that helps keep your foot in place.  ,https://www.runningwarehouse.com/Nike_Zoom_Pegasus_40/descpage-NP40W03.html
189,Nike Zoom Pegasus 40 Premium,Nike,Zoom Pegasus 40 Premium,139.95,0.0,0.0,women, Pearl Pink,Medium,Neutral,"All Around,Gym Workouts,Casual Wear,Walking,Roads and Pavement","Nike Reactfoam is lightweight, springy, and durable.Zoom AirUnitsin the forefoot and heel give runners bouncy responsiveness in each stride.","Duralon blown rubberlocated in the forefoot provides multi-surface traction.BRS 1000carbon rubber provides durable traction.Waffleoutsole design in the forefoot provides multi-surface traction and a touch of cushioning, with adjusted waffle lug positioning to better cushion forces absorbed on impact.Rubber Crash Railon the lateral side acts as a cushioning device for smoother transitions and enhanced flexibility.",Engineered Meshupper provides comfortable performance with a more plush feel than before.Flywire technologyis integrated with a mid-foot band for total support that helps keep your foot in place.  ,https://www.runningwarehouse.com/Nike_Zoom_Pegasus_40_Premium/descpage-NP40PW1.html
190,Nike Zoom Pegasus 39,Nike,Zoom Pegasus 39,130.0,77.88,59.91,women, Bk/Wht/Smoke Grey,Low,Neutral,"All Around,Gym Workouts,Casual Wear,Walking,Roads and Pavement","Nike Reactfoam is lightweight, springy, and durable.Zoom Air Units in the forefoot and heel give runners bouncy responsiveness in each stride.","Duralon blown rubberlocated in the forefoot provides multi-surface traction.BRS 1000carbon rubber provides durable traction.Waffleoutsole design in the forefoot provides multi-surface traction and a touch of cushioning, with adjusted waffle lug positioning to better cushion forces absorbed on impact.Rubber Crash Railon the lateral side acts as a cushioning device for smoother transitions and enhanced flexibility.",Engineered Meshupper provides comfortable performance with a more plush feel than before.Flywire technology is integrated with a midfoot band for total support that helps keep your foot in place.  ,https://www.runningwarehouse.com/Nike_Zoom_Pegasus_39/descpage-NPG39W1.html
191,Nike Pegasus Turbo Next Nature,Nike,Pegasus Turbo Next Nature,149.95,0.0,0.0,women, White/Blue,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement","Recycled ZoomXfoam technology delivers return, providing ultimate responsiveness and cushioning for long-distance training.SR2 foam carrier lies under the ZoomX foam for added durability and protection.","Blown rubberprovides reliable durability and multi-surface traction.Waffleoutsole design in the forefoot provides multi-surface traction, with adjusted waffle lug positioning to better cushion forces absorbed on impact.","Recycled Flyknit Meshupper is lightweight, durable, and breathable.  ",https://www.runningwarehouse.com/Nike_Pegasus_Turbo_Next_Nature/descpage-NWPTNN7.html
192,Nike React Pegasus Trail 4,Nike,React Pegasus Trail 4,139.95,0.0,0.0,women, Volt/Cactus/Bk,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads","Nike Reactfoam is lightweight, springy, and durable.",Generative Rubber outsolegives you traction and smooth ride between trails and the road.,"Durable Engineered Meshthroughout the upper increases airflow and helps drain water, so you can stay cool and dry.Pull Tabat the heel for easy on and off.Flywire Technology midfoot band for total foot supportExtra Skin Overlay to increase durability  ",https://www.runningwarehouse.com/Nike_React_Pegasus_Trail_4/descpage-NPTR4W9.html
193,Nike React Pegasus Trail 4 GTX,Nike,React Pegasus Trail 4 GTX,164.95,0.0,0.0,women, Rosewood,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads","Nike Reactfoam is lightweight, springy, and durable.",Rubber outsolegives you traction and a smooth ride between trails and the road.,"Gore-Tex upper is waterproof and yet breathable for a dry, comfortable shoe environment.Pull Tabat the heel for easy on and off.Toe Fangsat the forefoot help enhance traction.Perforated socklinerhelps resist water and increase drainage.  ",https://www.runningwarehouse.com/Nike_React_Pegasus_Trail_4_GTX/descpage-NPT4GW7.html
194,Nike ZoomX Invincible Run Flyknit 3,Nike,ZoomX Invincible Run Flyknit 3,179.95,0.0,0.0,women, Earth,High,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",Full-length ZoomX foam in the midsole delivers a plush yet landing and responsive toe-off.,Rubberoutsole design is thicker and more durable than previous versions.,Flyknitis lightweight and breathable and offers a secure lockdown.  ,https://www.runningwarehouse.com/Nike_ZoomX_Invincible_Run_Flyknit_3/descpage-NZIR2WG.html
195,Nike ZoomX Invincible Run Flyknit 2,Nike,ZoomX Invincible Run Flyknit 2,180.0,107.88,59.93,women, Gr,High,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement","ZoomXfoam technology delivers Nike's greatest energy return, providing ultimate responsiveness and cushioning for long-distance racing.",Full-length rubber outsolewith a waffle pattern offers great traction and durability.,Flyknit Constructionhas a breathable and sock-like fit.Gussetted tongueprovides a consistent fit and a comfortable lockdown.  ,https://www.runningwarehouse.com/Nike_ZoomX_Invincible_Run_Flyknit_2/descpage-NZIR2W4.html
196,Nike React Infinity Run Flyknit 3 PRM,Nike,React Infinity Run Flyknit 3 PRM,169.95,0.0,0.0,women, Wht,Medium,Neutral,"All Around,Roads and Pavement",Nike React is a soft and springy cushioning compound built to deliver a high level of shock absorption without sacrificing energy return.Rocker Geometryoffers a smooth transition throughout your stride.Injected TPU Heel Cliphelps create a more inherently stable platform.,Strategic rubber placementin the heel and forefoot offers added durability and traction with minimal weight.,Flyknitupper is stronger and more durable than previous iterations.Flywiremidfoot wrap provides a consistent lock down for daily mileage.  ,https://www.runningwarehouse.com/Nike_React_Infinity_Run_Flyknit_3_PRM/descpage-NRIF3WI.html
197,Nike React Infinity Run Flyknit 3,Nike,React Infinity Run Flyknit 3,159.95,0.0,0.0,women, Gold,Medium,Neutral,"All Around,Roads and Pavement",Nike React is a soft and springy cushioning compound built to deliver a high level of shock absorption without sacrificing energy return.Rocker Geometryoffers a smooth transition throughout your stride.Injected TPU Heel Cliphelps create a more inherently stable platform.,Strategic rubber placementin the heel and forefoot offers added durability and traction with minimal weight.,Flyknitupper is stronger and more durable than previous iterations.Flywiremidfoot wrap provides a consistent lock down for daily mileage.  ,https://www.runningwarehouse.com/Nike_React_Infinity_Run_Flyknit_3/descpage-NRIF3WD.html
198,Nike Zoom Alphafly Next% 2,Nike,Zoom Alphafly Next% 2,274.95,0.0,0.0,women, Blk/Gold/Coral,High,Neutral,"Racing,Roads and Pavement","ZoomXfoam technology delivers Nike's greatest energy return, providing ultimate responsiveness and cushioning for long-distance racing.Dual Visible Zoom Air Unitsoffer the most energy return of all Nike's racing shoes.Full-length carbon fiber plateis embedded in the foam to enhance propulsion.","Traction patternwas created by using data from hundreds of runners.That data helped inform the design, with different angles of traction placed where you need it. This helps provide grip from toe-off through every phase of your stride.","AtomKnit 2.0 is a Flyknit fabric that's steamed and stretched to deliver a lightweight, contoured fit with minimal water absorption and enhanced breathability.Integrated tongueprovides a consistent fit and a comfortable lockdown.  ",https://www.runningwarehouse.com/Nike_Zoom_Alphafly_Next_2/descpage-NWZNWS7.html
199,Nike React Terra Kiger 9,Nike,React Terra Kiger 9,149.95,0.0,0.0,women, Melon Tint/Sail,Medium,Neutral,"All Around,Fast Runs,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",Nike Reactis a soft and responsive cushioning compound built to deliver a high level of shock absorption without sacrificing energy return.,High-Abrasion Rubberis added to provide strong grip and traction to difficult terrain.Multi-Directional Lugsmade of high-abrasion rubber are strategically placed to provide enhanced grip on descents and ascents.,Engineered Mesh upper offers enhanced breathability and a secure lockdownHigh Abrasion Overlay offers a layer over the upper for protection from rouge elements.  ,https://www.runningwarehouse.com/Nike_React_Terra_Kiger_9/descpage-NITK9W4.html
200,Nike ZoomX Vaporfly Next% 3,Nike,ZoomX Vaporfly Next% 3,249.95,0.0,0.0,women, White/Smk/Gry,High,Neutral,"Racing,Roads and Pavement",ZoomX foam is ultra-resilient and offers a premium running experience.Flyplate is comprised of carbon-fiber that works harmoniously with the ZoomX foam to deliver a highly propulsive and energetic ride.,Thin Rubber for strong and stable traction on the course/track.,FlyKnitoffers high quality materials for an optimal race fit.  ,https://www.runningwarehouse.com/Nike_ZoomX_Vaporfly_Next_3/descpage-NMVPWS.html
201,Nike ZoomX Vaporfly Next% 2,Nike,ZoomX Vaporfly Next% 2,250.0,199.88,79.95,women, Black/Crimson,High,Neutral,"Racing,Roads and Pavement","ZoomXfoam technology delivers Nike's greatest energy return, providing ultimate responsiveness and cushioning for long-distance racing.Full-length carbon fiber plateis embedded in the foam to enhance propulsion.","High abrasion rubberin the heel prolongs durability.Foam rubberin the forefoot is extremely lightweight while optimizing traction and energy return.Traction patterncreated by merging the custom designs of Farah, Kipchoge, and Kirui.",Engineered Meshis lightweight and breathable while providing a secure and comfortable fit.Offset Lacinghelps alleviate pressure and create a locked-in fit.  ,https://www.runningwarehouse.com/Nike_ZoomX_Vaporfly_Next_2/descpage-NMN2WT9.html
202,Nike ZoomX Streakfly,Nike,ZoomX Streakfly,159.95,0.0,0.0,unisex, White/Obsidian/Crimso,Medium,Neutral,"Fast Runs,Racing,Roads and Pavement","ZoomXfoam technology delivers Nike's greatest energy return, providing ultimate responsiveness and cushioning for long-distance racing.Pebax Shank is embedded in the foam to enhance efficiency.",High abrasion rubberin the heel prolongs durability.Rubberin the forefoot is extremely lightweight while optimizing traction and energy return.Traction pattern for a trustworthy underfoot feel.,Engineered Meshis lightweight and breathable while providing a secure and comfortable fit.Offset Lacinghelps alleviate pressure and create a locked-in fit.Contoured Heel Pad for enhanced lockdown.  ,https://www.runningwarehouse.com/Nike_ZoomX_Streakfly/descpage-NZXSF7.html
203,Nike ZoomX Zegama Trail,Nike,ZoomX Zegama Trail,159.95,0.0,0.0,women, Taupe/Red/Pony,High,Neutral,"All Around,Cushioned Comfort,Hiking,Rocky and Technical Trails","ZoomXfoam technology delivers Nike's greatest energy return, providing ultimate responsiveness and cushioning for long-distance racing.",Full-length Lugged Outsolewith a multidirectional pattern delivers traction and durability with 4mm depth lugs.,"Engineered Meshoffers support, breathability, and drainage.Protective Skinsincrease foot support and increase durability.Ankle Gatorgives a secure fit around the ankle to limit trail debris entry.  ",https://www.runningwarehouse.com/Nike_ZoomX_Zegama_Trail/descpage-NZZTW8.html
204,Nike Zoom Fly 5 Premium,Nike,Zoom Fly 5 Premium,169.95,0.0,0.0,women, Pearl Pink/Navy,High,Neutral,"All Around,Fast Runs,Roads and Pavement","ZoomXfoam technology delivers great energy return, providing ultimate responsiveness and cushioning for long-distance racing.SR02 EVA foam carrierstabilizes landings and increases durability.A full-length carbon fiber plateis embedded in the foam to enhance propulsion.",Rubberin the heel and forefoot prolongs durability.,"Flyknit meshis comfortable while offering a custom locked-down fit and breathability.Secure webbingintertwines with the laces, creating a secure feel around your midfoot.  ",https://www.runningwarehouse.com/Nike_Zoom_Fly_5_Premium/descpage-NZF5W0.html
205,Nike Zoom Fly 5,Nike,Zoom Fly 5,159.95,0.0,0.0,women, Black/White,High,Neutral,"All Around,Fast Runs,Roads and Pavement","ZoomXfoam technology delivers great energy return, providing ultimate responsiveness and cushioning for long-distance racing.SR02 EVA foam carrierstabilizes landings and increases durability.A full-length carbon fiber plateis embedded in the foam to enhance propulsion.",Rubberin the heel and forefoot prolongs durability.,"Flyknit meshis comfortable while offering a custom locked-down fit and breathability.Secure webbingintertwines with the laces, creating a secure feel around your midfoot.  ",https://www.runningwarehouse.com/Nike_Zoom_Fly_5/descpage-NZF5W1.html
